name,location,rating,rating_count,cuisines,timing,phone
Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,"Shop R1, Lower Ground Floor, The Walk, Worldmark 1, Aerocity, New Delhi",4.3,"4,169","North Indian, Mughlai, Biryani, Desserts",10:00 AM to 11:00 PM,+911143063679
