name,location,rating,rating_count,cuisines,timing,phone
Burger King,"E-8, Inner Circle, Connaught Place, New Delhi",4.1,25.4K,"Burger, Fast Food, Desserts, Shake",10:00 AM to 11:00 PM,+911143509889
