name,location,rating,rating_count,cuisines,timing,phone
Cafe Delhi Heights,"119 & 123, 1St Floor, Cross Point Mall, DLF Phase 4, Gurgaon",4.1,"1,907","Italian, Chinese, North Indian, Continental",10:00 AM to 11:00 PM,+919555754033
