name,location,rating,rating_count,cuisines,timing,phone
KFC,"6-7, Scindia House, Outer Circle, Connaught Place, New Delhi",4.2,16.6K,"Burger, Rolls, Fast Food",10:00 AM to 11:00 PM,+919540309323
