name,location,rating,rating_count,cuisines,timing,phone
Mamagoto,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi",4.2,"4,841","Asian, Japanese, Seafood, Rolls, Salad, Desserts, Beverages, Chinese",10:00 AM to 11:00 PM,+911146545160
