name,location,rating,rating_count,cuisines,timing,phone
Xero Courtyard,"50, 1st Floor, Atul Grove Road, Janpath, New Delhi",4.0,48,"Bar Food, American, Continental, North Indian, Lebanese, Chinese, Sushi, Japanese",10:00 AM to 11:00 PM,+917982372524
