name,location,rating,rating_count,cuisines,timing,phone
Taco Bell,"N 11, Ground Floor & Mezzanine Floor, Block N, Outer Circle, Connaught Place, New Delhi",4.3,"8,699","Fast Food, Mexican",10:00 AM to 11:00 PM,+918800594884
